,system_id,file_name,run_time,data_requirements,mean_absolute_error_time_series,data_sampling_frequency,issue
0,4,4_ac_power__315_full_DST.csv,18.830113172531128,"['time_series', 'latitude', 'longitude', 'data_sampling_frequency']",12.40407204385278,15,Full DST
1,4,4_ac_power__315_30min_wrong_timezone.csv,9.96409273147583,"['time_series', 'latitude', 'longitude', 'data_sampling_frequency']",37.676332288401255,30,Wrong Timezone
2,4,4_ac_power__315_60min_wrong_timezone.csv,6.543065309524536,"['time_series', 'latitude', 'longitude', 'data_sampling_frequency']",15.29365700861394,60,Wrong Timezone
3,4,4_ac_power__315_60min.csv,6.601576328277588,"['time_series', 'latitude', 'longitude', 'data_sampling_frequency']",2.8778386844166013,60,No Issue
4,4,4_ac_power__315_30min.csv,14.413450717926025,"['time_series', 'latitude', 'longitude', 'data_sampling_frequency']",0.8574784651527017,30,No Issue
5,4,4_ac_power__315_15min.csv,19.629616498947144,"['time_series', 'latitude', 'longitude', 'data_sampling_frequency']",2.137823022709475,15,No Issue
6,4,4_ac_power__315_15min_full_DST.csv,27.506799459457397,"['time_series', 'latitude', 'longitude', 'data_sampling_frequency']",12.40407204385278,15,Full DST
7,50,50_ac_power_wrong_timezone.csv,365.19071793556213,"['time_series', 'latitude', 'longitude', 'data_sampling_frequency']",0.0,1,Wrong Timezone
8,50,50_ac_power_1_random_time_shifts.csv,376.5482888221741,"['time_series', 'latitude', 'longitude', 'data_sampling_frequency']",0.12096774193548387,1,Random Time Shifts
9,50,50_ac_power_15min_wrong_timezone.csv,25.03329300880432,"['time_series', 'latitude', 'longitude', 'data_sampling_frequency']",0.0,15,Wrong Timezone
10,50,50_ac_power_1_15min_random_time_shifts.csv,24.982542753219604,"['time_series', 'latitude', 'longitude', 'data_sampling_frequency']",0.3326612903225806,15,Random Time Shifts
11,50,50_ac_power_1_30min_wrong_timezone.csv,13.90609073638916,"['time_series', 'latitude', 'longitude', 'data_sampling_frequency']",0.0,30,Wrong Timezone
12,50,50_ac_power_1_60min_wrong_timezone.csv,4.574662923812866,"['time_series', 'latitude', 'longitude', 'data_sampling_frequency']",13.92641129032258,60,Wrong Timezone
13,50,50_ac_power_2_full_DST.csv,368.22898745536804,"['time_series', 'latitude', 'longitude', 'data_sampling_frequency']",0.12096774193548387,1,Full DST
14,50,50_ac_power_30min.csv,12.097249746322632,"['time_series', 'latitude', 'longitude', 'data_sampling_frequency']",0.0,30,No Issue
