,system_id,file_name,run_time,data_requirements,mean_absolute_error_time_series,data_sampling_frequency,issue
21,50,50_ac_power_1_15min.csv,36.75596904754639,"['time_series', 'latitude', 'longitude', 'data_sampling_frequency']",0.0,15,No Issue
22,50,50_ac_power_1_30min.csv,20.25804829597473,"['time_series', 'latitude', 'longitude', 'data_sampling_frequency']",0.0,30,No Issue
23,50,50_ac_power_1_60min.csv,9.776930093765259,"['time_series', 'latitude', 'longitude', 'data_sampling_frequency']",13.941532258064516,60,No Issue
24,50,50_ac_power_2.csv,590.8388669490814,"['time_series', 'latitude', 'longitude', 'data_sampling_frequency']",0.0,1,No Issue
25,50,50_ac_power_2_15min.csv,30.5111083984375,"['time_series', 'latitude', 'longitude', 'data_sampling_frequency']",0.0,15,No Issue
26,50,50_ac_power_2_30min.csv,20.45271062850952,"['time_series', 'latitude', 'longitude', 'data_sampling_frequency']",15.0,30,No Issue
27,50,50_ac_power_2_60min.csv,11.085412740707397,"['time_series', 'latitude', 'longitude', 'data_sampling_frequency']",13.941532258064516,60,No Issue
28,50,50_ac_power_2_60min_random_time_shifts.csv,10.332018613815308,"['time_series', 'latitude', 'longitude', 'data_sampling_frequency']",15.211693548387096,60,Random Time Shifts
29,50,50_ac_power_60min_random_time_shifts.csv,10.418641805648804,"['time_series', 'latitude', 'longitude', 'data_sampling_frequency']",12.883064516129032,60,Random Time Shifts
30,50,50_ac_power_60min.csv,11.776971340179443,"['time_series', 'latitude', 'longitude', 'data_sampling_frequency']",13.941532258064516,60,No Issue
31,1229,1229_poa_irradiance_west_array_60min.csv,14.391368389129639,"['time_series', 'latitude', 'longitude', 'data_sampling_frequency']",0.0,60,No Issue
32,1229,1229_gh_irradiance_15min.csv,49.97129726409912,"['time_series', 'latitude', 'longitude', 'data_sampling_frequency']",0.0,15,No Issue
33,1229,1229_gh_irradiance_30min.csv,21.043630599975586,"['time_series', 'latitude', 'longitude', 'data_sampling_frequency']",0.0,30,No Issue
34,1229,1229_gh_irradiance_60min.csv,13.676306009292603,"['time_series', 'latitude', 'longitude', 'data_sampling_frequency']",0.0,60,No Issue
35,1229,1229_poa_irradiance_15min.csv,50.5355122089386,"['time_series', 'latitude', 'longitude', 'data_sampling_frequency']",0.0,15,No Issue
36,1229,1229_poa_irradiance_30min.csv,27.32389807701111,"['time_series', 'latitude', 'longitude', 'data_sampling_frequency']",0.0,30,No Issue
37,1229,1229_poa_irradiance_60min.csv,13.503303050994873,"['time_series', 'latitude', 'longitude', 'data_sampling_frequency']",0.0,60,No Issue
38,1229,1229_poa_irradiance_south_array_15min.csv,52.63319754600525,"['time_series', 'latitude', 'longitude', 'data_sampling_frequency']",0.0,15,No Issue
39,1229,1229_poa_irradiance_south_array_30min.csv,25.26525115966797,"['time_series', 'latitude', 'longitude', 'data_sampling_frequency']",0.0,30,No Issue
40,1229,1229_poa_irradiance_south_array_60min.csv,13.598221778869629,"['time_series', 'latitude', 'longitude', 'data_sampling_frequency']",0.0,60,No Issue
41,1229,1229_poa_irradiance_west_array_15min.csv,45.359179973602295,"['time_series', 'latitude', 'longitude', 'data_sampling_frequency']",0.0,15,No Issue
42,1229,1229_poa_irradiance_west_array_30min.csv,23.937071800231934,"['time_series', 'latitude', 'longitude', 'data_sampling_frequency']",0.0,30,No Issue
43,1229,1229_poa_irradiance_west_array_30min_partial_DST.csv,22.870121955871582,"['time_series', 'latitude', 'longitude', 'data_sampling_frequency']",0.18532818532818532,30,Partial DST
44,1229,1229_poa_irradiance_west_array_15min_wrong_timezone.csv,48.04014801979065,"['time_series', 'latitude', 'longitude', 'data_sampling_frequency']",0.0,15,Wrong Timezone
45,1229,1229_poa_irradiance_south_array_60min_wrong_timezone.csv,13.688610553741455,"['time_series', 'latitude', 'longitude', 'data_sampling_frequency']",0.0,60,Wrong Timezone
46,1229,1229_poa_irradiance_south_array_30min_random_time_shifts.csv,23.75854206085205,"['time_series', 'latitude', 'longitude', 'data_sampling_frequency']",0.0,30,Random Time Shifts
47,1229,1229_poa_irradiance_south_array_15min_random_time_shifts.csv,43.02658200263977,"['time_series', 'latitude', 'longitude', 'data_sampling_frequency']",0.011583011583011582,15,Random Time Shifts
48,1229,1229_poa_irradiance_south_array_full_DST.csv,36.77186036109924,"['time_series', 'latitude', 'longitude', 'data_sampling_frequency']",0.37065637065637064,15,Full DST
49,1229,1229_poa_irradiance_60min_wrong_timezone.csv,12.38723611831665,"['time_series', 'latitude', 'longitude', 'data_sampling_frequency']",0.0,60,Wrong Timezone
50,1229,1229_poa_irradiance_30min_wrong_timezone.csv,19.83583950996399,"['time_series', 'latitude', 'longitude', 'data_sampling_frequency']",0.0,30,Wrong Timezone
51,1229,1229_poa_irradiance_15min_random_time_shifts.csv,43.09074068069458,"['time_series', 'latitude', 'longitude', 'data_sampling_frequency']",0.18532818532818532,15,Random Time Shifts
52,1229,1229_poa_irradiance_random_time_shifts.csv,39.24523878097534,"['time_series', 'latitude', 'longitude', 'data_sampling_frequency']",0.011583011583011582,15,Random Time Shifts
53,1229,1229_gh_irradiance_60min_random_time_shifts.csv,15.330822229385376,"['time_series', 'latitude', 'longitude', 'data_sampling_frequency']",0.277992277992278,60,Random Time Shifts
54,1229,1229_gh_irradiance_30min_random_time_shifts.csv,20.18026375770569,"['time_series', 'latitude', 'longitude', 'data_sampling_frequency']",0.44015444015444016,30,Random Time Shifts
55,1229,1229_gh_irradiance_15min_random_time_shifts.csv,39.37149238586426,"['time_series', 'latitude', 'longitude', 'data_sampling_frequency']",0.05791505791505792,15,Random Time Shifts
56,1229,1229_poa_irradiance_west_array_full_DST.csv,42.48407316207886,"['time_series', 'latitude', 'longitude', 'data_sampling_frequency']",0.138996138996139,15,Full DST
57,1229,1229_poa_irradiance_west_array_60min_random_time_shifts.csv,12.98689889907837,"['time_series', 'latitude', 'longitude', 'data_sampling_frequency']",11.328185328185327,60,Random Time Shifts
58,1229,1229_gh_irradiance_random_time_shifts.csv,43.2609806060791,"['time_series', 'latitude', 'longitude', 'data_sampling_frequency']",0.09266409266409266,15,Random Time Shifts
59,1332,1332_inv3_ac_power__2650_15min.csv,17.080054759979248,"['time_series', 'latitude', 'longitude', 'data_sampling_frequency']",0.0,15,No Issue
